RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.0,46,1,0.269487009,3001.0,2,0,1,0,0.0,0
0.022646007,47,0,0.231442139,4000.0,6,0,0,0,4.0,0
0.003497452,60,1,0.258985059,7428.0,12,0,2,0,0.0,0
1.02360501,65,0,0.876425856,2629.0,5,0,1,0,0.0,0
0.400722628,38,1,0.757978723,2255.0,8,0,1,0,0.0,0
0.862809376,60,4,0.25054989,5000.0,5,1,0,0,1.0,1
0.358856498,40,0,2861.0,,6,0,2,0,0.0,0
0.598570863,53,0,4198.0,,10,0,1,0,3.0,0
0.049547842,63,0,0.332733453,5000.0,12,0,2,0,2.0,0
0.046762741,90,0,0.016994335,3000.0,3,0,0,0,1.0,0
0.051063262,61,0,3037.0,,13,0,2,0,0.0,0
0.647641206,33,0,0.165208499,8800.0,6,0,1,0,0.0,0
0.9999999,54,0,0.027894527,133000.0,6,0,1,0,0.0,0
0.9999999,30,0,0.0,,0,1,0,0,0.0,0
0.14462979,56,0,0.178697876,10167.0,7,0,1,0,2.0,0
0.0,24,0,0.0,2655.0,2,0,0,0,0.0,0
0.003125722,60,0,1582.0,,14,0,1,0,1.0,0
0.334182184,51,0,0.493134249,7500.0,14,0,2,0,1.0,0
0.0,38,0,0.197725284,8000.0,4,0,0,0,2.0,0
0.00524919,78,0,49.0,0.0,9,0,0,0,0.0,0
0.125535684,47,0,0.717047159,6000.0,8,0,2,0,3.0,0
0.0,51,0,0.460359321,6066.0,8,0,2,0,2.0,0
0.9999999,52,0,0.291370863,10000.0,5,0,3,0,0.0,0
0.084535372,67,0,55.0,,5,0,0,0,0.0,0
0.440878968,26,0,549.0,,5,0,0,0,0.0,0
0.103567356,64,0,0.428053586,6344.0,20,0,1,0,2.0,0
0.00934742,80,0,4766.0,,5,0,1,0,0.0,0
0.742649249,32,0,0.455472734,5097.0,6,0,2,0,0.0,0
0.114006992,59,0,2317.0,,5,0,2,0,0.0,0
0.042812701,58,0,0.251052515,4512.0,5,0,2,0,0.0,0
0.004372792,54,0,740.0,,14,0,0,0,0.0,0
0.270909184,27,0,0.080195703,4700.0,9,0,0,0,1.0,0
0.0,27,0,0.112641635,4500.0,9,0,0,0,0.0,0
0.32358656,46,0,3158.0,,7,0,1,0,3.0,0
0.435875787,50,0,0.445692884,10679.0,27,0,2,0,2.0,0
0.535274582,42,0,0.214447978,4401.0,8,0,0,0,1.0,0
0.073525808,74,0,86.0,,2,0,0,0,0.0,0
0.485038057,57,4,1807.0,,8,2,2,0,0.0,1
0.547740602,49,2,0.261043447,5500.0,7,0,1,0,2.0,0
0.9999999,37,2,2146.0,,5,1,1,0,,0
0.0303426,36,0,0.37429917,8917.0,7,0,2,0,0.0,0
0.069412621,62,0,0.049992425,6600.0,8,0,1,0,2.0,0
0.101232621,47,0,0.27759261,10500.0,10,0,1,0,2.0,0
0.952409593,57,0,0.568415829,8060.0,12,0,1,0,1.0,0
0.9999999,35,0,0.194961008,3333.0,2,0,1,0,0.0,0
5.13e-05,35,0,0.312099764,8900.0,17,0,1,0,0.0,0
0.942814444,49,0,0.588039234,10500.0,8,0,1,0,2.0,1
0.319285923,27,0,0.176955761,4000.0,6,0,0,0,2.0,0
0.015659706,77,0,0.006825076,7911.0,15,0,0,0,0.0,0
0.9999999,40,3,0.710764938,4300.0,4,0,1,1,1.0,0
0.009901315,80,0,717.0,,11,0,2,0,0.0,0
0.788448888,51,0,0.844691827,3682.0,7,0,1,0,0.0,0
0.145732533,34,0,0.070185963,1666.0,6,0,0,0,0.0,0
0.386084012,49,0,0.166452387,11666.0,17,0,0,0,3.0,0
0.009220777,43,0,0.163059005,9100.0,12,0,1,0,2.0,0
0.0,84,0,50.0,,4,0,0,0,0.0,0
0.102636305,44,1,0.208485314,10417.0,8,0,2,0,2.0,0
0.102126525,65,0,0.110136902,6500.0,5,0,0,0,3.0,0
0.435873399,35,1,0.378339466,6250.0,7,0,1,0,1.0,0
0.392419045,59,2,0.701660622,5238.0,8,0,2,0,1.0,0
0.868536963,47,1,1.125312448,6000.0,11,0,2,0,1.0,1
0.092429972,25,0,0.168332667,2500.0,9,0,0,0,0.0,0
0.336656657,38,0,0.336523354,7000.0,9,0,1,0,0.0,0
1.274900398,26,0,0.063528432,4800.0,3,1,0,0,0.0,0
0.512280482,41,0,0.480875956,6666.0,7,0,1,0,2.0,0
0.451967027,45,0,0.18006993,4575.0,6,0,0,0,1.0,0
0.038280252,56,0,3693.0,,11,0,2,0,0.0,0
0.0,63,0,551.0,,4,0,0,0,0.0,0
0.70212023,55,1,0.349432476,8633.0,21,0,1,0,1.0,0
0.063926689,67,0,0.244305338,5750.0,5,0,1,0,0.0,0
0.422974785,37,0,1730.0,0.0,6,0,1,0,0.0,0
0.098579055,74,0,0.588186008,2386.0,12,0,1,0,0.0,0
0.007999714,69,0,0.047000195,10233.0,4,0,0,0,0.0,0
1.01885935,39,0,862.0,,7,0,1,0,,0
0.9999999,58,0,0.411006138,14500.0,5,0,1,0,3.0,0
0.9999999,28,0,0.247770069,1008.0,7,6,0,0,0.0,0
0.931431585,46,0,0.109629763,11100.0,8,0,0,0,5.0,0
0.141323912,36,0,0.567266495,3500.0,5,0,2,0,2.0,0
0.720909376,35,1,0.089945503,20000.0,7,0,0,0,1.0,0
0.873607222,34,0,0.127204555,7200.0,4,0,0,0,2.0,0
0.0,79,0,1881.0,,3,0,1,0,0.0,0
0.546019938,48,0,0.624864474,2766.0,12,0,1,0,0.0,0
0.107698955,55,0,0.621196972,7000.0,18,0,2,0,0.0,0
0.26544112,57,0,0.085176934,19300.0,5,0,1,0,0.0,0
0.000716397,65,0,0.518799711,2765.0,6,0,2,0,0.0,0
0.059921676,59,0,0.439417269,8442.0,13,0,2,0,1.0,0
0.004879805,53,0,0.001043115,2875.0,3,0,0,0,3.0,0
0.087120801,66,0,0.368794326,1550.0,9,0,0,0,0.0,0
0.033628804,88,0,0.459180273,3000.0,9,0,1,0,0.0,0
0.151169766,26,0,22.0,,2,0,0,0,0.0,0
0.950012497,23,1,0.137637028,820.0,4,0,0,0,0.0,0
0.010514833,82,0,0.051581262,5912.0,6,0,1,0,0.0,0
0.811402324,26,0,0.266444629,1200.0,2,0,0,0,0.0,0
0.151280062,67,0,4099.0,,9,0,1,0,0.0,0
0.994125566,40,0,1594.0,,9,0,2,0,0.0,0
1.442327884,40,0,0.618848591,7416.0,9,0,1,0,0.0,0
0.0,56,0,0.309665346,9083.0,8,0,2,0,1.0,0
0.749239292,40,2,0.097385032,4435.0,9,0,0,2,1.0,0
0.565143486,27,0,0.063688388,5416.0,2,0,0,0,0.0,0
0.014856665,40,0,5686.0,,12,0,7,0,0.0,0
0.129398447,66,0,0.042218614,11700.0,9,0,1,2,1.0,1
0.028138641,41,0,0.005332741,9000.0,4,0,0,0,1.0,0
0.0,62,0,0.589041096,2700.0,6,0,1,0,0.0,0
0.0,52,0,0.370973713,2700.0,5,0,1,0,1.0,0
0.033673635,49,0,0.107070334,10833.0,6,0,1,0,4.0,0
0.379020198,44,0,0.272514841,15833.0,16,0,2,0,2.0,0
0.389221557,34,1,0.184345282,4100.0,3,2,0,1,0.0,0
0.232908195,53,0,2612.0,,8,0,1,0,4.0,0
0.212616003,48,0,0.327808306,11100.0,8,0,1,0,0.0,0
0.321466563,78,0,0.250999556,2250.0,10,0,0,0,0.0,0
0.0,24,0,0.0,1.0,1,0,0,0,0.0,0
0.068736347,43,0,0.182925266,7800.0,3,0,1,0,2.0,0
0.9999999,35,0,66.0,,0,1,0,0,0.0,1
0.054204594,53,1,0.640047994,7500.0,13,0,3,0,2.0,0
1.027331511,50,1,0.577627772,11406.0,9,0,2,0,0.0,1
0.05267203,65,0,0.138191513,4500.0,12,0,0,0,0.0,0
0.493361606,61,0,0.439127706,6373.0,15,0,1,0,0.0,0
0.824621537,27,0,0.084917851,5416.0,2,0,0,0,0.0,0
0.9999999,45,0,325.0,,2,0,0,0,0.0,0
0.805734075,48,0,0.664075514,1800.0,10,0,0,0,0.0,0
0.809960005,61,0,0.381374089,7000.0,7,0,2,0,1.0,0
0.585885439,59,0,0.316387749,3166.0,19,0,0,0,1.0,0
0.002931274,62,0,5.0,,10,0,0,0,0.0,0
0.156172353,51,0,0.457677116,20000.0,9,0,6,0,3.0,0
0.122294172,43,0,0.417146319,3300.0,19,0,2,0,1.0,0
0.055984915,67,0,0.100415013,11083.0,3,0,1,0,1.0,0
0.077998247,58,0,0.21921871,11800.0,8,0,1,0,2.0,0
0.182837953,47,0,0.115224378,8400.0,11,0,0,0,1.0,0
0.0,61,0,0.191150863,12633.0,8,0,3,0,1.0,0
0.272686613,57,0,0.709732154,8250.0,31,0,2,0,2.0,0
0.086548616,65,2,2602.0,,19,0,2,0,1.0,0
0.148276645,54,1,238.5,1.0,8,0,0,0,1.0,0
0.170520877,27,0,0.100597815,4850.0,11,0,0,0,0.0,0
0.053245275,47,0,0.292470753,10000.0,12,0,2,0,3.0,0
0.704020412,31,0,0.298356875,3468.0,5,0,0,0,0.0,0
0.9999999,28,0,0.048694425,2833.0,2,2,0,1,0.0,1
0.283847647,64,0,0.371710043,6800.0,12,0,1,0,2.0,0
0.040332213,60,0,2507.0,,9,0,1,0,0.0,0
0.009229349,41,1,0.27184769,6407.0,6,5,1,3,2.0,1
0.206381305,29,0,0.296157451,3200.0,6,0,0,1,0.0,0
0.068393955,49,0,0.330114135,6833.0,13,0,1,0,1.0,0
0.030053886,46,1,0.556708885,10500.0,14,1,3,0,2.0,1
0.464992712,63,1,4508.0,,15,0,2,0,,0
0.344106236,48,0,0.375924815,5000.0,3,0,0,0,0.0,0
0.385866292,64,0,0.172689616,7000.0,10,0,0,0,0.0,0
0.517616833,65,0,0.674915938,7434.0,10,0,1,0,0.0,0
0.384844615,55,0,0.769796833,6250.0,21,0,2,0,1.0,0
1.113592,41,3,0.699327395,5500.0,10,2,2,2,2.0,1
0.552236868,47,0,0.132120489,6705.0,7,0,0,0,1.0,0
0.127035558,51,0,0.082412914,3530.0,6,0,0,0,0.0,0
0.0,72,0,10.0,,2,0,0,0,0.0,0
0.9999999,36,3,3539.0,,4,2,2,1,1.0,0
0.105373354,48,3,0.376713433,6200.0,19,0,2,0,2.0,0
0.040219196,67,0,0.303632236,3523.0,8,0,2,0,1.0,0
0.010679197,55,0,0.072963035,10333.0,8,0,1,0,1.0,0
0.121331086,67,0,1.221812029,6500.0,16,0,4,0,0.0,0
0.317346638,54,1,0.291574181,11262.0,13,0,1,0,1.0,0
0.0,58,0,3401.0,,7,0,2,0,0.0,0
0.159371985,62,0,0.227208976,1425.0,9,0,0,0,0.0,0
0.9500998,21,0,0.011656953,1200.0,1,0,0,0,0.0,0
0.03564735,61,0,0.616301798,5115.0,16,0,3,0,0.0,0
0.315653406,47,0,0.310603658,9458.0,7,0,1,0,0.0,0
0.02831317,66,0,0.3174142,11013.0,9,0,2,0,1.0,0
0.325715584,60,1,0.303738769,10350.0,8,0,1,0,0.0,0
0.95530447,43,0,0.258699304,4166.0,3,0,0,0,1.0,0
0.276648223,71,0,1.009406232,1700.0,8,0,1,0,0.0,0
0.843981375,62,1,1.310578106,1625.0,10,0,1,0,0.0,0
0.031457023,66,0,0.052631579,1500.0,5,0,1,0,0.0,0
0.05309991,77,0,0.026986507,2000.0,5,0,0,0,0.0,0
0.121862605,61,0,0.238745896,9440.0,3,0,1,0,2.0,0
0.372820726,57,0,0.456843288,5340.0,9,0,1,0,0.0,0
0.9999999,73,0,0.016053979,4297.0,1,0,0,0,2.0,0
0.906562483,62,2,0.680406213,1673.0,12,0,0,0,0.0,1
0.543464478,43,0,0.577284543,5000.0,8,0,1,0,0.0,0
0.008483779,85,0,0.005197921,2500.0,6,0,0,0,0.0,0
0.066149779,52,0,0.248975102,10000.0,15,0,1,0,2.0,0
0.225144629,47,0,0.294877711,6500.0,11,0,1,0,1.0,0
0.016525483,58,0,3.0,,3,0,0,0,0.0,0
0.043153293,65,0,0.193548387,14166.0,16,0,2,0,0.0,1
0.861776321,64,1,0.363068271,6400.0,10,0,1,0,1.0,0
0.198307754,51,1,0.061750176,2833.0,7,0,0,0,0.0,0
0.259333527,70,0,1039.0,,5,0,0,0,0.0,0
0.9999999,46,1,14.0,,0,2,0,2,0.0,1
0.00489018,75,0,7.0,,5,0,0,0,0.0,0
0.004432279,39,0,1.002497918,1200.0,11,0,2,0,1.0,0
0.1304184,66,0,0.332101717,4600.0,16,0,0,0,0.0,0
0.0,77,0,0.0,,4,0,0,0,0.0,0
0.893712866,53,0,0.49871639,7400.0,8,0,1,0,0.0,0
0.498934829,34,0,0.287493513,1926.0,4,0,0,0,4.0,0
0.9999999,54,0,260.0,,4,3,0,0,1.0,0
0.922738279,62,0,0.27870698,12435.0,15,0,2,0,0.0,0
0.099342868,63,0,0.328220859,5541.0,12,0,2,0,0.0,0
0.050765977,64,0,0.015689894,6500.0,2,0,0,0,3.0,0
0.1401179,53,0,0.34455496,3920.0,8,0,1,0,1.0,1
0.015902751,57,0,0.184981502,10000.0,18,0,1,0,1.0,0
0.558277869,45,0,0.163592323,5366.0,8,0,0,0,2.0,0
0.860928426,28,0,0.456341789,3744.0,16,0,0,0,0.0,0
0.9999999,33,0,0.119152339,2500.0,0,7,0,0,0.0,1
7.25e-05,69,0,0.379888268,3400.0,13,0,1,0,0.0,0
0.03533262,63,0,0.121203008,9974.0,7,0,1,0,1.0,0
0.693061043,62,0,5020.0,,9,0,2,0,2.0,0
0.0,61,0,0.336558687,7130.0,8,0,1,0,1.0,0
0.262447305,33,0,0.738815296,4000.0,12,0,1,0,0.0,0
0.9999999,42,0,0.611705924,1400.0,2,1,0,0,1.0,0
0.527324219,65,0,0.33037694,7666.0,11,0,1,0,0.0,0
0.012424689,60,0,0.249868398,5698.0,3,0,1,0,0.0,0
0.809522894,56,0,0.404364424,17550.0,7,0,2,0,1.0,0
0.0,57,0,4321.0,,12,0,2,0,0.0,0
0.6679353,52,0,0.404119964,3300.0,4,0,1,1,2.0,1
0.076073568,56,0,0.144308723,9250.0,5,0,1,0,2.0,0
0.316536693,56,1,0.381930981,2578.0,7,0,0,0,0.0,0
0.0,33,0,0.78339719,3914.0,6,1,2,0,0.0,0
0.9999999,57,0,0.095936043,1500.0,3,1,0,0,2.0,0
0.182381711,57,0,0.148598314,5100.0,10,0,0,0,1.0,0
0.954162612,45,0,0.432021618,5920.0,11,0,0,0,4.0,0
0.9999999,39,0,0.0,,0,0,0,0,0.0,0
0.014751761,68,0,0.005332622,7500.0,6,0,0,0,0.0,0
0.730478914,63,0,0.361515748,10159.0,19,0,1,0,0.0,0
0.9999999,51,1,0.245361006,11370.0,4,0,1,0,2.0,0
0.978705316,44,0,1.119917298,1450.0,6,0,0,0,0.0,0
0.869710912,62,0,0.385220126,12083.0,12,0,2,1,2.0,0
0.618248371,39,0,0.086844736,7000.0,6,0,0,0,2.0,0
0.411193828,36,0,2119.0,,18,0,0,0,0.0,0
0.057231227,59,0,0.376905774,4000.0,6,0,1,0,2.0,0
0.054939561,56,0,0.42430923,6803.0,10,0,2,0,2.0,0
0.000823856,66,0,0.278417735,4600.0,16,0,1,0,0.0,0
0.0,49,0,0.326671791,1300.0,3,0,1,0,1.0,0
0.0,89,0,344.0,,6,0,0,0,0.0,0
0.053325036,64,0,0.171945701,1325.0,12,1,0,0,0.0,0
0.9999999,40,1,0.501051402,8559.0,4,2,3,0,1.0,1
0.407993339,73,0,1131.0,,7,1,1,0,0.0,0
0.361763824,37,1,0.521865889,2400.0,3,0,1,0,3.0,0
0.0,37,1,0.317512275,11608.0,10,0,2,0,3.0,1
0.008604193,51,0,1845.0,,9,0,1,0,0.0,0
0.047135943,73,0,1.080816497,4800.0,10,0,2,0,0.0,0
0.005562133,76,0,0.140318401,2700.0,8,0,0,0,0.0,0
0.9999999,60,0,0.028959934,9633.0,1,0,0,0,0.0,0
0.063783688,50,0,0.209232564,12000.0,13,0,2,0,0.0,0
0.369298019,57,1,2773.0,,13,0,1,0,0.0,0
0.021766753,54,0,1.62623926,3025.0,14,0,5,0,1.0,0
0.614538546,36,0,0.02879744,11250.0,2,0,0,0,0.0,0
1.045954046,43,2,0.448191933,2875.0,8,1,0,0,1.0,0
0.361859945,47,0,0.171544664,15750.0,10,1,1,0,0.0,0
0.907454627,49,0,0.212526134,11000.0,5,0,1,0,3.0,0
0.705254866,75,0,0.552101788,6208.0,10,0,1,0,1.0,1
0.04909509,80,0,0.00224955,6667.0,4,0,0,0,0.0,0
0.0,42,0,0.434470767,4600.0,14,0,1,0,3.0,0
0.9999999,25,98,0.0,1958.0,0,98,0,98,0.0,0
0.192722211,77,0,0.457930642,7035.0,21,0,1,0,1.0,0
0.05686137,73,1,0.68275154,2921.0,10,0,1,0,0.0,0
0.06489329,72,0,1383.0,,10,0,1,0,0.0,0
0.002437348,37,0,3177.0,0.0,4,0,1,0,3.0,0
0.9999999,27,0,0.1567596,1900.0,2,0,0,0,0.0,0
0.114958622,56,0,0.097860143,15000.0,18,0,2,0,4.0,0
0.889222156,29,0,0.042889391,3100.0,3,0,0,0,1.0,0
0.178550565,53,0,0.272410455,10329.0,11,0,1,0,0.0,0
0.9999999,39,1,0.119624217,4789.0,1,0,0,0,4.0,0
0.104617858,53,0,0.32504486,3900.0,15,0,0,0,2.0,0
0.004988118,61,0,2579.0,,8,0,3,0,0.0,0
0.014968016,73,0,0.401938163,4333.0,10,0,1,0,0.0,0
0.095340549,56,0,2779.0,,14,0,3,0,3.0,0
0.069344201,51,1,0.29337725,8500.0,8,0,1,0,2.0,0
0.307909569,51,0,0.214281197,15810.0,16,0,2,0,1.0,0
0.058238597,64,0,0.222416813,6280.0,5,0,1,0,0.0,0
0.536585366,30,0,0.097560976,5083.0,2,0,0,0,0.0,0
0.362689571,41,0,0.737112456,5450.0,20,0,1,0,1.0,0
0.14325183,57,0,0.332589286,5375.0,24,0,2,0,0.0,0
0.220940403,69,0,0.292518913,3568.0,5,0,0,0,2.0,0
0.030665644,64,0,781.0,,3,0,1,0,0.0,0
0.766718086,45,0,0.631570713,6391.0,12,0,1,0,3.0,0
0.09150294,27,0,0.119875569,9000.0,9,0,0,0,0.0,0
0.9999999,48,2,2150.0,,5,0,2,1,1.0,0
0.333929688,42,0,0.504639543,1400.0,5,0,0,0,0.0,0
0.9999999,38,0,0.00109989,10000.0,1,0,0,0,2.0,0
0.0,52,0,2719.0,,13,0,1,0,1.0,0
0.157719455,57,0,0.211451101,11666.0,12,0,2,0,1.0,0
0.10953076,65,0,0.427611582,6250.0,11,0,1,0,1.0,0
0.9999999,83,3,0.703306524,2237.0,4,0,1,0,1.0,0
0.165165825,63,1,0.020326558,3000.0,8,0,0,0,0.0,0
0.0,41,0,0.37159643,8850.0,10,0,4,0,0.0,0
0.712574041,50,0,4095.0,,11,0,2,0,1.0,0
0.099566687,45,0,0.410887161,6300.0,8,0,1,0,2.0,0
0.609356416,40,0,0.518751711,3652.0,9,1,1,0,0.0,0
0.264347131,70,0,0.268747714,8200.0,8,0,1,0,0.0,0
0.0,56,0,130.0,0.0,8,0,0,0,0.0,0
0.353345952,63,0,2121.0,,7,0,2,0,2.0,0
0.357886843,66,0,252.0,,9,0,0,0,0.0,0
0.657144762,62,0,0.175087757,9400.0,10,0,1,1,0.0,0
0.9999999,61,0,0.224502684,3166.0,3,0,0,0,2.0,0
0.015126958,29,0,0.007220217,3600.0,2,0,0,0,0.0,0
0.11026866,56,1,0.088007214,5544.0,7,0,0,0,2.0,0
0.135924272,41,0,165.0,,4,0,0,2,0.0,0
0.038637816,38,0,0.465620674,6500.0,7,0,1,0,2.0,0
0.9999999,74,0,35.0,0.0,2,0,0,0,0.0,0
0.032770492,49,0,1129.0,,4,0,2,0,0.0,0
0.9999999,47,0,0.64928292,2300.0,5,0,1,1,0.0,1
0.026645677,49,0,0.574600972,1440.0,7,0,0,0,3.0,0
0.9999999,29,0,0.0,4500.0,0,0,0,0,0.0,0
0.079630531,52,0,0.51129774,5000.0,19,0,1,0,1.0,0
0.845125729,58,0,1.581806065,3000.0,12,0,1,0,0.0,0
0.042713676,48,0,996.0,,8,0,1,0,0.0,0
1.015830035,36,3,0.497920605,2644.0,6,0,0,1,0.0,0
3.875122911,32,3,0.907618476,5000.0,12,1,2,2,2.0,0
0.366174056,53,0,0.571214393,2000.0,8,0,1,0,4.0,0
0.404085131,44,0,0.381292396,2800.0,4,0,0,0,2.0,0
0.366363364,44,0,1673.0,,6,0,1,0,2.0,0
0.127143643,65,0,0.298425394,4000.0,4,0,1,0,1.0,0
0.036764653,60,0,0.269578791,41000.0,11,0,2,0,0.0,0
0.027532657,42,0,0.002939941,16666.0,3,0,0,0,2.0,0
0.004561833,57,0,0.378124081,3400.0,7,0,1,0,1.0,0
0.010434405,53,0,1362.0,,5,0,1,0,0.0,0
0.22363444,56,0,0.284476294,12000.0,11,0,2,0,2.0,0
0.027803075,81,0,44.0,,7,0,0,0,0.0,0
0.699692198,35,0,1410.0,,5,0,0,0,0.0,0
0.366531651,59,0,0.203326713,12083.0,10,0,1,0,3.0,0
0.056621039,60,0,2363.0,,19,0,2,0,0.0,0
0.007566038,66,2,2818.0,,28,0,2,0,0.0,0
0.128984991,54,0,0.212719298,2735.0,7,0,0,1,0.0,0
0.094938835,56,1,2255.0,,6,0,2,0,0.0,0
0.014342447,84,0,0.080112259,7838.0,7,0,0,0,0.0,0
0.944579346,45,3,0.485636115,5116.0,5,2,2,0,3.0,0
0.357452446,42,1,0.35110601,9583.0,11,0,2,0,2.0,0
0.0,83,0,320.0,,7,0,0,0,0.0,0
0.04927677,43,0,0.267936956,4250.0,24,0,0,0,2.0,0
0.078497383,64,0,0.104798676,3625.0,7,0,0,0,0.0,0
0.009933002,63,0,0.094181164,5000.0,4,0,0,0,0.0,0
0.60931311,42,3,0.515836149,4735.0,10,0,2,0,3.0,0
0.113788621,68,1,0.005097373,7650.0,2,0,0,0,1.0,0
0.403074646,55,0,0.491286307,15664.0,13,0,2,0,0.0,0
0.001629509,40,0,2750.0,,8,0,1,0,3.0,0
0.011729981,64,0,0.368877041,3000.0,8,0,0,0,0.0,0
0.104145755,63,0,0.331337325,500.0,10,0,0,0,0.0,0
0.9999999,59,0,0.413612565,2291.0,2,0,0,0,1.0,0
0.268727447,62,0,6402.0,,11,0,3,0,0.0,0
0.676997169,28,0,0.412401394,5450.0,9,0,0,0,3.0,0
1.019966722,41,1,1456.0,,4,0,1,0,0.0,1
0.027330297,28,0,0.126353791,2769.0,3,0,0,0,0.0,0
0.069157416,47,0,71.0,,1,0,0,0,,0
0.1886046,52,0,0.217586074,15625.0,5,0,1,0,3.0,0
0.012113361,61,0,0.085272529,6402.0,9,0,0,0,0.0,0
0.089129412,85,0,0.2161982,9000.0,19,0,1,0,0.0,0
0.328725829,51,2,0.251553867,5791.0,7,0,2,0,0.0,0
0.333170944,69,0,2.129398411,880.0,7,0,1,0,0.0,0
0.08618774,38,0,0.694522191,2500.0,9,0,1,0,2.0,0
0.121993223,74,0,11195.0,0.0,7,0,0,1,0.0,0
0.493467127,61,0,0.318152895,11000.0,10,0,2,0,1.0,0
0.003695492,59,0,13.0,,3,0,0,0,,0
0.716283716,46,0,0.389372947,7000.0,9,0,2,0,0.0,0
0.0,40,0,0.424048875,3600.0,5,0,2,0,0.0,0
0.132057863,36,0,0.049980008,2500.0,5,0,0,0,2.0,0
0.018141447,65,0,0.7185222,6035.0,19,0,3,0,0.0,0
0.038537473,72,0,44.0,,4,0,0,0,0.0,0
0.024027885,47,0,28.0,,5,0,0,0,0.0,0
0.817841582,45,2,2710.0,,16,0,2,0,4.0,0
0.0,33,0,0.126976851,4362.0,3,0,1,0,0.0,0
0.482140587,85,0,0.131053036,2601.0,7,0,0,0,0.0,0
0.0,53,1,1773.0,,6,2,1,1,0.0,0
0.455796457,39,0,1496.0,,8,0,0,0,,0
0.657109732,48,0,0.634768415,4900.0,15,0,2,0,3.0,0
0.001136312,77,0,0.263684079,4000.0,7,0,1,0,0.0,0
0.186340747,36,2,0.305166098,7916.0,9,0,1,0,2.0,0
0.9999999,31,0,0.17162277,3530.0,4,0,0,0,0.0,0
0.645177411,26,0,0.168842472,2297.0,2,0,0,0,0.0,1
0.003427592,27,0,37.0,,2,0,0,0,1.0,0
0.471543923,33,0,0.41716659,6500.0,11,0,1,0,0.0,0
0.9999999,32,1,0.121794872,5615.0,4,1,0,0,1.0,0
0.000428952,60,0,0.323648912,17966.0,15,0,3,0,0.0,0
0.600026665,47,0,0.264284088,4392.0,5,0,1,0,1.0,0
0.414632389,41,0,0.380391285,13493.0,22,0,3,0,0.0,0
0.18949306,50,0,395.0,,6,0,0,0,0.0,0
0.086771635,31,1,0.258609198,4500.0,6,0,1,0,0.0,0
0.069791478,52,0,0.110103972,3750.0,7,0,1,0,0.0,0
0.9999999,38,0,3410.0,,3,0,2,0,1.0,0
0.643065389,29,0,0.012218828,3600.0,4,0,0,0,1.0,1
0.067958925,48,0,0.235384401,7166.0,4,0,1,0,1.0,0
0.599709077,46,0,0.631828489,4850.0,9,0,1,0,0.0,0
0.473856554,40,0,0.543474754,6198.0,10,0,3,0,0.0,0
0.987002606,62,0,2945.0,,11,0,1,0,1.0,0
0.109540475,47,0,3348.0,,7,0,5,0,,0
0.121693915,66,0,0.197501008,4961.0,5,0,0,0,1.0,0
0.002654156,68,0,4.0,,3,0,0,0,0.0,0
0.143066392,53,0,0.477312905,1696.0,6,0,1,0,1.0,0
0.043725384,56,0,0.193748385,3870.0,5,0,1,0,1.0,0
0.9999999,23,0,0.0,770.0,0,1,0,0,0.0,0
0.005080806,66,0,0.507311129,2461.0,7,0,1,0,0.0,0
0.83904653,37,1,0.505014039,4985.0,7,1,1,0,0.0,0
0.535785686,45,2,4188.0,,9,0,2,1,,0
0.9999999,67,0,443.0,0.0,5,0,1,0,0.0,0
0.456210449,31,1,1130.0,,8,0,0,0,1.0,0
0.951220274,49,0,0.407265456,6000.0,10,0,1,0,3.0,0
0.9999999,58,0,0.610111592,4390.0,4,0,2,1,1.0,1
0.061262582,54,0,0.334785952,3900.0,5,0,1,0,2.0,0
0.039225692,68,0,0.184687902,7000.0,9,0,0,0,0.0,0
0.188466885,69,0,0.180092538,8428.0,3,0,1,0,0.0,0
0.032236742,80,1,0.128212213,7237.0,6,0,1,0,0.0,0
0.094577124,50,0,0.297460701,10750.0,14,0,1,0,2.0,0
0.406644075,46,0,2420.0,,3,0,2,0,0.0,0
0.013702253,65,0,0.610383944,4583.0,15,0,2,0,0.0,0
0.947152294,73,2,0.326666667,3749.0,6,0,1,0,1.0,0
0.061693482,37,0,0.157656087,8600.0,9,0,1,0,0.0,0
0.316377549,52,0,0.352077476,3200.0,9,0,1,0,0.0,0
0.01066643,58,0,0.062144285,6500.0,4,0,1,0,0.0,0
0.273985465,39,1,2158.0,,14,0,1,0,0.0,0
0.376348001,46,0,1082.0,,6,0,0,0,1.0,0
0.013941882,69,2,2119.0,,12,0,1,0,0.0,0
0.035830825,71,0,1466.0,0.0,10,0,2,0,0.0,0
0.009559618,47,0,0.23159605,8000.0,8,0,1,0,1.0,0
0.325415101,37,2,0.014550746,5497.0,2,0,0,0,2.0,0
0.001479047,65,0,2.0,,6,0,0,0,0.0,0
0.25566146,78,0,0.079266841,4200.0,8,0,0,0,0.0,0
0.529983242,49,0,0.472890834,8225.0,11,0,2,0,5.0,0
0.501872659,33,2,0.547411104,6411.0,8,0,1,0,3.0,0
